Journal number,Voucher,Date,Year closed,Ledger account,Account name,Description,Currency,Amount in transaction currency,Amount,Amount in reporting currency,Posting type,Posting layer,Created by,Created date and time
GJT-046116,FA_000014552,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001255,USD,110.71,110.71,110.71,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046116,FA_000014552,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001255,USD,-110.71,-110.71,-110.71,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046115,FA_000014551,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001254,USD,168.29,168.29,168.29,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046115,FA_000014551,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001254,USD,-168.29,-168.29,-168.29,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046114,FA_000014550,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001253,USD,34.25,34.25,34.25,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046114,FA_000014550,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001253,USD,-34.25,-34.25,-34.25,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046113,FA_000014549,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001252,USD,34.25,34.25,34.25,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046113,FA_000014549,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001252,USD,-34.25,-34.25,-34.25,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046112,FA_000014548,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001251,USD,34.25,34.25,34.25,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046112,FA_000014548,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001251,USD,-34.25,-34.25,-34.25,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046111,FA_000014547,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001250,USD,26.0,26.0,26.0,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046111,FA_000014547,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001250,USD,-26.0,-26.0,-26.0,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046110,FA_000014546,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001249,USD,18.25,18.25,18.25,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046110,FA_000014546,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001249,USD,-18.25,-18.25,-18.25,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046109,FA_000014545,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001248,USD,132.53,132.53,132.53,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046109,FA_000014545,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001248,USD,-132.53,-132.53,-132.53,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046108,FA_000014544,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001247,USD,30.0,30.0,30.0,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046108,FA_000014544,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001247,USD,-30.0,-30.0,-30.0,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046107,FA_000014543,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001246,USD,30.0,30.0,30.0,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046107,FA_000014543,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001246,USD,-30.0,-30.0,-30.0,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046106,FA_000014542,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001245,USD,271.19,271.19,271.19,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046106,FA_000014542,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001245,USD,-271.19,-271.19,-271.19,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046105,FA_000014541,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001244,USD,27.97,27.97,27.97,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046105,FA_000014541,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001244,USD,-27.97,-27.97,-27.97,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046104,FA_000014540,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001243,USD,27.81,27.81,27.81,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046104,FA_000014540,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001243,USD,-27.81,-27.81,-27.81,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046103,FA_000014539,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001242,USD,15.33,15.33,15.33,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046103,FA_000014539,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001242,USD,-15.33,-15.33,-15.33,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046102,FA_000014538,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001241,USD,107.05,107.05,107.05,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046102,FA_000014538,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001241,USD,-107.05,-107.05,-107.05,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046101,FA_000014537,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001240,USD,6.31,6.31,6.31,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046101,FA_000014537,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001240,USD,-6.31,-6.31,-6.31,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046100,FA_000014536,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001239,USD,96.0,96.0,96.0,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046100,FA_000014536,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001239,USD,-96.0,-96.0,-96.0,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046099,FA_000014535,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001238,USD,39.54,39.54,39.54,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046099,FA_000014535,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001238,USD,-39.54,-39.54,-39.54,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046098,FA_000014534,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001237,USD,269.98,269.98,269.98,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046098,FA_000014534,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001237,USD,-269.98,-269.98,-269.98,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046097,FA_000014533,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001236,USD,40.83,40.83,40.83,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046097,FA_000014533,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001236,USD,-40.83,-40.83,-40.83,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046096,FA_000014532,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001235,USD,25.23,25.23,25.23,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046096,FA_000014532,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001235,USD,-25.23,-25.23,-25.23,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046095,FA_000014531,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001234,USD,427.47,427.47,427.47,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046095,FA_000014531,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001234,USD,-427.47,-427.47,-427.47,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046094,FA_000014530,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001233,USD,65.2,65.2,65.2,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046094,FA_000014530,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001233,USD,-65.2,-65.2,-65.2,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046093,FA_000014529,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001232,USD,188.75,188.75,188.75,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046093,FA_000014529,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001232,USD,-188.75,-188.75,-188.75,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046092,FA_000014528,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001231,USD,70.82,70.82,70.82,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046092,FA_000014528,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001231,USD,-70.82,-70.82,-70.82,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046091,FA_000014527,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001230,USD,305.51,305.51,305.51,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046091,FA_000014527,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001230,USD,-305.51,-305.51,-305.51,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046090,FA_000014526,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001229,USD,44.9,44.9,44.9,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046090,FA_000014526,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001229,USD,-44.9,-44.9,-44.9,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046089,FA_000014525,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001228,USD,398.84,398.84,398.84,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046089,FA_000014525,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001228,USD,-398.84,-398.84,-398.84,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046088,FA_000014524,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001227,USD,20.54,20.54,20.54,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046088,FA_000014524,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001227,USD,-20.54,-20.54,-20.54,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046087,FA_000014523,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001226,USD,13314.15,13314.15,13314.15,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046087,FA_000014523,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001226,USD,-13314.15,-13314.15,-13314.15,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046086,FA_000014522,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001225,USD,27.2,27.2,27.2,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046086,FA_000014522,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001225,USD,-27.2,-27.2,-27.2,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046085,FA_000014521,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001224,USD,12.12,12.12,12.12,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046085,FA_000014521,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001224,USD,-12.12,-12.12,-12.12,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046084,FA_000014520,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001223,USD,344.31,344.31,344.31,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046084,FA_000014520,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001223,USD,-344.31,-344.31,-344.31,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046083,FA_000014519,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001222,USD,37.99,37.99,37.99,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046083,FA_000014519,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001222,USD,-37.99,-37.99,-37.99,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046082,FA_000014518,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001221,USD,47.87,47.87,47.87,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046082,FA_000014518,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001221,USD,-47.87,-47.87,-47.87,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046081,FA_000014517,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001220,USD,15.61,15.61,15.61,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046081,FA_000014517,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001220,USD,-15.61,-15.61,-15.61,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046080,FA_000014516,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001219,USD,15.61,15.61,15.61,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046080,FA_000014516,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001219,USD,-15.61,-15.61,-15.61,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046079,FA_000014515,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001218,USD,15.61,15.61,15.61,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046079,FA_000014515,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001218,USD,-15.61,-15.61,-15.61,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046078,FA_000014514,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001217,USD,15.61,15.61,15.61,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046078,FA_000014514,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001217,USD,-15.61,-15.61,-15.61,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046077,FA_000014513,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001216,USD,15.61,15.61,15.61,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046077,FA_000014513,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001216,USD,-15.61,-15.61,-15.61,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046076,FA_000014512,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001215,USD,50.0,50.0,50.0,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046076,FA_000014512,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001215,USD,-50.0,-50.0,-50.0,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046075,FA_000014511,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001214,USD,23.33,23.33,23.33,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046075,FA_000014511,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001214,USD,-23.33,-23.33,-23.33,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046074,FA_000014510,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001213,USD,23.75,23.75,23.75,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046074,FA_000014510,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001213,USD,-23.75,-23.75,-23.75,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046073,FA_000014509,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001212,USD,17.69,17.69,17.69,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046073,FA_000014509,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001212,USD,-17.69,-17.69,-17.69,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046072,FA_000014508,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001211,USD,87.53,87.53,87.53,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046072,FA_000014508,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001211,USD,-87.53,-87.53,-87.53,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046071,FA_000014507,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001210,USD,45.13,45.13,45.13,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046071,FA_000014507,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001210,USD,-45.13,-45.13,-45.13,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046070,FA_000014506,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001209,USD,207.01,207.01,207.01,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046070,FA_000014506,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001209,USD,-207.01,-207.01,-207.01,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046069,FA_000014505,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001208,USD,13.39,13.39,13.39,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046069,FA_000014505,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001208,USD,-13.39,-13.39,-13.39,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046068,FA_000014504,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001207,USD,27.72,27.72,27.72,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046068,FA_000014504,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001207,USD,-27.72,-27.72,-27.72,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046067,FA_000014503,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001206,USD,166.91,166.91,166.91,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046067,FA_000014503,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001206,USD,-166.91,-166.91,-166.91,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046066,FA_000014502,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001205,USD,16.89,16.89,16.89,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046066,FA_000014502,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001205,USD,-16.89,-16.89,-16.89,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046065,FA_000014501,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001204,USD,16.89,16.89,16.89,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046065,FA_000014501,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001204,USD,-16.89,-16.89,-16.89,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046064,FA_000014500,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001203,USD,16.89,16.89,16.89,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046064,FA_000014500,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001203,USD,-16.89,-16.89,-16.89,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046063,FA_000014499,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001202,USD,16.89,16.89,16.89,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046063,FA_000014499,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001202,USD,-16.89,-16.89,-16.89,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046062,FA_000014498,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001201,USD,16.89,16.89,16.89,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046062,FA_000014498,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001201,USD,-16.89,-16.89,-16.89,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046061,FA_000014497,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001200,USD,46.43,46.43,46.43,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046061,FA_000014497,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001200,USD,-46.43,-46.43,-46.43,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046060,FA_000014496,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001199,USD,895.93,895.93,895.93,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046060,FA_000014496,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001199,USD,-895.93,-895.93,-895.93,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046059,FA_000014495,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001198,USD,5.74,5.74,5.74,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046059,FA_000014495,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001198,USD,-5.74,-5.74,-5.74,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046058,FA_000014494,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001197,USD,3.96,3.96,3.96,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046058,FA_000014494,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001197,USD,-3.96,-3.96,-3.96,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046057,FA_000014493,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001196,USD,68.48,68.48,68.48,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046057,FA_000014493,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001196,USD,-68.48,-68.48,-68.48,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046056,FA_000014492,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001195,USD,436.95,436.95,436.95,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046056,FA_000014492,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001195,USD,-436.95,-436.95,-436.95,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046055,FA_000014491,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001194,USD,340.14,340.14,340.14,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046055,FA_000014491,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001194,USD,-340.14,-340.14,-340.14,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046054,FA_000014490,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001193,USD,175.2,175.2,175.2,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046054,FA_000014490,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001193,USD,-175.2,-175.2,-175.2,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
